	Vote	Label	HGSC symbol
ENSG00000124233	0.0	non-hallmark gene	SEMG1
ENSG00000140105	0.0	Hallmark gene	WARS1
ENSG00000186020	0.0	non-hallmark gene	ZNF529
ENSG00000088205	0.0	non-hallmark gene	DDX18
ENSG00000183644	0.0	non-hallmark gene	HOATZ
ENSG00000176946	0.0	non-hallmark gene	THAP4
ENSG00000170373	2.0	non-hallmark gene	CST1
ENSG00000116785	3.0	non-hallmark gene	CFHR3
ENSG00000140479	0.0	non-hallmark gene	PCSK6
ENSG00000204571	0.0	non-hallmark gene	KRTAP5-11
ENSG00000167822	0.0	non-hallmark gene	OR8J3
ENSG00000142784	0.0	non-hallmark gene	WDTC1
ENSG00000103550	0.0	non-hallmark gene	KNOP1
ENSG00000145217	0.0	non-hallmark gene	SLC26A1
ENSG00000138653	0.0	non-hallmark gene	NDST4
ENSG00000117983	0.0	non-hallmark gene	MUC5B
ENSG00000186532	0.0	non-hallmark gene	SMYD4
ENSG00000175203	0.0	non-hallmark gene	DCTN2
ENSG00000125834	0.0	non-hallmark gene	STK35
ENSG00000144452	0.0	non-hallmark gene	ABCA12
ENSG00000141040	0.0	non-hallmark gene	ZNF287
ENSG00000113722	0.0	non-hallmark gene	CDX1
ENSG00000273513	0.0	non-hallmark gene	TBC1D3K
ENSG00000109625	0.0	non-hallmark gene	CPZ
ENSG00000205442	0.0	non-hallmark gene	IZUMO3
ENSG00000179195	0.0	non-hallmark gene	ZNF664
ENSG00000258724	0.0	non-hallmark gene	PINX1
ENSG00000116824	14.0	non-hallmark gene	CD2
ENSG00000168158	0.0	non-hallmark gene	OR2C1
ENSG00000164794	0.0	non-hallmark gene	KCNV1
ENSG00000187186	0.0	non-hallmark gene	
ENSG00000180974	0.0	non-hallmark gene	OR52E4
ENSG00000136731	0.0	non-hallmark gene	UGGT1
ENSG00000182685	0.0	non-hallmark gene	BRICD5
ENSG00000116544	0.0	non-hallmark gene	DLGAP3
ENSG00000139154	0.0	non-hallmark gene	AEBP2
ENSG00000164087	0.0	non-hallmark gene	POC1A
ENSG00000104814	0.0	non-hallmark gene	MAP4K1
ENSG00000176798	0.0	non-hallmark gene	OR51L1
ENSG00000100376	0.0	non-hallmark gene	FAM118A
ENSG00000101331	0.0	non-hallmark gene	CCM2L
ENSG00000110987	0.0	non-hallmark gene	BCL7A
ENSG00000130382	0.0	non-hallmark gene	MLLT1
ENSG00000120992	0.0	non-hallmark gene	LYPLA1
ENSG00000143971	0.0	non-hallmark gene	ETAA1
ENSG00000172943	0.0	non-hallmark gene	PHF8
ENSG00000150991	0.0	non-hallmark gene	UBC
ENSG00000164465	0.0	non-hallmark gene	DCBLD1
ENSG00000196968	0.0	non-hallmark gene	FUT11
ENSG00000106415	0.0	non-hallmark gene	GLCCI1
ENSG00000169733	0.0	non-hallmark gene	RFNG
ENSG00000112053	0.0	non-hallmark gene	SLC26A8
ENSG00000163945	0.0	non-hallmark gene	UVSSA
ENSG00000145439	0.0	non-hallmark gene	CBR4
ENSG00000214756	0.0	non-hallmark gene	CSKMT
ENSG00000122133	202.0	non-hallmark gene	PAEP
ENSG00000163527	0.0	non-hallmark gene	STT3B
ENSG00000159335	0.0	non-hallmark gene	PTMS
ENSG00000121381	0.0	non-hallmark gene	TAS2R9
ENSG00000185860	0.0	non-hallmark gene	CCDC190
ENSG00000198393	0.0	non-hallmark gene	ZNF26
ENSG00000115844	0.0	non-hallmark gene	DLX2
ENSG00000167978	0.0	non-hallmark gene	SRRM2
ENSG00000138821	0.0	non-hallmark gene	SLC39A8
ENSG00000212721	0.0	non-hallmark gene	KRTAP4-11
ENSG00000101665	0.0	non-hallmark gene	SMAD7
ENSG00000166856	0.0	non-hallmark gene	GPR182
ENSG00000103355	0.0	non-hallmark gene	PRSS33
ENSG00000182223	0.0	non-hallmark gene	ZAR1
ENSG00000198398	0.0	non-hallmark gene	TMEM207
ENSG00000221986	0.0	non-hallmark gene	MYBPHL
ENSG00000033011	0.0	non-hallmark gene	ALG1
ENSG00000177143	0.0	non-hallmark gene	CETN1
ENSG00000143869	0.0	non-hallmark gene	GDF7
ENSG00000197971	0.0	non-hallmark gene	MBP
ENSG00000074356	0.0	non-hallmark gene	NCBP3
ENSG00000149930	0.0	non-hallmark gene	TAOK2
ENSG00000196576	0.0	non-hallmark gene	PLXNB2
ENSG00000134014	0.0	non-hallmark gene	ELP3
ENSG00000145390	0.0	non-hallmark gene	USP53
ENSG00000179965	0.0	non-hallmark gene	ZNF771
ENSG00000179902	0.0	non-hallmark gene	CFAP276
ENSG00000120948	0.0	non-hallmark gene	TARDBP
ENSG00000171160	0.0	non-hallmark gene	MORN4
ENSG00000175809	0.0	non-hallmark gene	CBLL2
ENSG00000124160	0.0	non-hallmark gene	NCOA5
ENSG00000171793	2.0	non-hallmark gene	CTPS1
ENSG00000182477	0.0	non-hallmark gene	OR2B8P
ENSG00000183340	0.0	non-hallmark gene	JRKL
ENSG00000124812	0.0	non-hallmark gene	CRISP1
ENSG00000129170	0.0	non-hallmark gene	CSRP3
ENSG00000244486	0.0	non-hallmark gene	SCARF2
ENSG00000173239	0.0	non-hallmark gene	LIPM
ENSG00000166529	0.0	non-hallmark gene	ZSCAN21
ENSG00000062038	0.0	non-hallmark gene	CDH3
ENSG00000170412	8.0	non-hallmark gene	GPRC5C
ENSG00000257704	0.0	non-hallmark gene	INAFM1
ENSG00000150893	0.0	non-hallmark gene	FREM2
ENSG00000141542	0.0	non-hallmark gene	RAB40B
ENSG00000162366	1.0	non-hallmark gene	PDZK1IP1
ENSG00000188655	0.0	non-hallmark gene	RNASE9
ENSG00000135775	0.0	non-hallmark gene	COG2
ENSG00000119203	0.0	non-hallmark gene	CPSF3
ENSG00000173456	0.0	non-hallmark gene	RNF26
ENSG00000260428	0.0	non-hallmark gene	SCX
ENSG00000223572	0.0	non-hallmark gene	CKMT1A
ENSG00000136490	1.0	non-hallmark gene	LIMD2
ENSG00000214022	0.0	non-hallmark gene	REPIN1
ENSG00000109381	0.0	non-hallmark gene	ELF2
ENSG00000131373	0.0	non-hallmark gene	HACL1
ENSG00000152484	1.0	non-hallmark gene	USP12
ENSG00000171643	0.0	non-hallmark gene	S100Z
ENSG00000131153	0.0	non-hallmark gene	GINS2
ENSG00000123901	0.0	non-hallmark gene	GPR83
ENSG00000276644	0.0	non-hallmark gene	DACH1
ENSG00000129538	1.0	non-hallmark gene	RNASE1
ENSG00000143314	0.0	non-hallmark gene	MRPL24
ENSG00000215906	0.0	non-hallmark gene	LACTBL1
ENSG00000112599	0.0	non-hallmark gene	GUCA1B
ENSG00000204574	0.0	non-hallmark gene	ABCF1
ENSG00000091262	0.0	non-hallmark gene	ABCC6
ENSG00000130762	0.0	non-hallmark gene	ARHGEF16
ENSG00000260287	0.0	non-hallmark gene	TBC1D3G
ENSG00000131037	0.0	non-hallmark gene	EPS8L1
ENSG00000181467	0.0	non-hallmark gene	RAP2B
ENSG00000128791	0.0	non-hallmark gene	TWSG1
ENSG00000196482	0.0	non-hallmark gene	ESRRG
ENSG00000204479	0.0	non-hallmark gene	PRAMEF17
ENSG00000100099	0.0	non-hallmark gene	HPS4
ENSG00000131845	0.0	non-hallmark gene	ZNF304
ENSG00000162896	284.0	non-hallmark gene	PIGR
ENSG00000143889	0.0	non-hallmark gene	HNRNPLL
ENSG00000108242	19.0	non-hallmark gene	CYP2C18
ENSG00000185085	0.0	non-hallmark gene	INTS5
ENSG00000115514	0.0	non-hallmark gene	TXNDC9
ENSG00000108384	0.0	non-hallmark gene	RAD51C
ENSG00000124422	0.0	non-hallmark gene	USP22
ENSG00000169908	1.0	non-hallmark gene	TM4SF1
ENSG00000169902	0.0	non-hallmark gene	TPST1
ENSG00000135744	0.0	non-hallmark gene	AGT
ENSG00000103522	0.0	non-hallmark gene	IL21R
ENSG00000185972	0.0	non-hallmark gene	CCIN
ENSG00000177054	0.0	non-hallmark gene	ZDHHC13
ENSG00000175182	0.0	non-hallmark gene	FAM131A
ENSG00000197872	0.0	non-hallmark gene	CYRIA
ENSG00000197106	0.0	non-hallmark gene	SLC6A17
ENSG00000169676	0.0	non-hallmark gene	DRD5
ENSG00000171345	0.0	non-hallmark gene	KRT19
ENSG00000228836	0.0	non-hallmark gene	CT45A5
ENSG00000109881	0.0	non-hallmark gene	CCDC34
ENSG00000141338	0.0	non-hallmark gene	ABCA8
ENSG00000121318	0.0	non-hallmark gene	TAS2R10
ENSG00000117523	0.0	non-hallmark gene	PRRC2C
ENSG00000114786	0.0	non-hallmark gene	ABHD14A-ACY1
ENSG00000049449	1.0	non-hallmark gene	RCN1
ENSG00000163082	0.0	non-hallmark gene	SGPP2
ENSG00000172534	0.0	non-hallmark gene	HCFC1
ENSG00000106688	0.0	non-hallmark gene	SLC1A1
ENSG00000197622	1.0	non-hallmark gene	CDC42SE1
ENSG00000134940	0.0	non-hallmark gene	ACRV1
ENSG00000076067	0.0	non-hallmark gene	RBMS2
ENSG00000119285	0.0	non-hallmark gene	HEATR1
ENSG00000168314	0.0	non-hallmark gene	MOBP
ENSG00000163472	0.0	non-hallmark gene	TMEM79
ENSG00000100650	0.0	non-hallmark gene	SRSF5
ENSG00000110344	0.0	non-hallmark gene	UBE4A
ENSG00000102595	0.0	non-hallmark gene	UGGT2
ENSG00000183955	0.0	non-hallmark gene	KMT5A
ENSG00000187676	0.0	non-hallmark gene	B3GLCT
ENSG00000133466	0.0	non-hallmark gene	C1QTNF6
ENSG00000102794	0.0	non-hallmark gene	ACOD1
ENSG00000240764	0.0	non-hallmark gene	PCDHGC5
ENSG00000187764	0.0	non-hallmark gene	SEMA4D
ENSG00000171236	13.0	non-hallmark gene	LRG1
ENSG00000187238	0.0	non-hallmark gene	LCE3B
ENSG00000171298	0.0	non-hallmark gene	GAA
ENSG00000078403	0.0	non-hallmark gene	MLLT10
ENSG00000178234	0.0	non-hallmark gene	GALNT11
ENSG00000114982	0.0	non-hallmark gene	KANSL3
ENSG00000186971	0.0	non-hallmark gene	KRTAP13-4
ENSG00000105248	0.0	non-hallmark gene	YJU2
ENSG00000167941	0.0	non-hallmark gene	SOST
ENSG00000135932	0.0	non-hallmark gene	CAB39
ENSG00000196139	0.0	non-hallmark gene	AKR1C3
ENSG00000104064	0.0	non-hallmark gene	GABPB1
ENSG00000176294	0.0	non-hallmark gene	OR4N2
ENSG00000179412	0.0	non-hallmark gene	HNRNPCL4
ENSG00000177879	0.0	non-hallmark gene	AP3S1
ENSG00000077092	0.0	non-hallmark gene	RARB
ENSG00000144591	0.0	non-hallmark gene	GMPPA
ENSG00000163467	0.0	non-hallmark gene	TSACC
ENSG00000116171	0.0	non-hallmark gene	SCP2
ENSG00000198677	0.0	non-hallmark gene	TTC37
ENSG00000182010	0.0	non-hallmark gene	RTKN2
ENSG00000198826	0.0	non-hallmark gene	ARHGAP11A
ENSG00000152076	0.0	non-hallmark gene	CCDC74B
ENSG00000142599	0.0	non-hallmark gene	RERE
ENSG00000101019	0.0	non-hallmark gene	UQCC1
ENSG00000167740	0.0	non-hallmark gene	CYB5D2
ENSG00000167182	0.0	non-hallmark gene	SP2
ENSG00000072609	0.0	non-hallmark gene	CHFR
ENSG00000186469	0.0	non-hallmark gene	GNG2
ENSG00000165512	0.0	non-hallmark gene	ZNF22
ENSG00000059758	0.0	non-hallmark gene	CDK17
ENSG00000172243	0.0	non-hallmark gene	CLEC7A
ENSG00000261147	0.0	non-hallmark gene	
ENSG00000165282	0.0	non-hallmark gene	PIGO
ENSG00000154920	0.0	non-hallmark gene	EME1
ENSG00000176678	0.0	non-hallmark gene	FOXL1
ENSG00000131831	0.0	non-hallmark gene	RAI2
ENSG00000116489	0.0	non-hallmark gene	CAPZA1
ENSG00000151577	0.0	non-hallmark gene	DRD3
ENSG00000151576	0.0	non-hallmark gene	QTRT2
ENSG00000132704	0.0	non-hallmark gene	FCRL2
ENSG00000133773	0.0	non-hallmark gene	CCDC59
ENSG00000038532	0.0	non-hallmark gene	CLEC16A
ENSG00000188976	0.0	non-hallmark gene	NOC2L
ENSG00000249319	0.0	non-hallmark gene	
ENSG00000257017	19.0	non-hallmark gene	HP
ENSG00000114124	0.0	non-hallmark gene	GRK7
ENSG00000132975	0.0	non-hallmark gene	GPR12
ENSG00000277865	0.0	non-hallmark gene	GOLGA6L22
ENSG00000255526	0.0	non-hallmark gene	NEDD8-MDP1
ENSG00000213934	0.0	non-hallmark gene	HBG1
ENSG00000127329	0.0	non-hallmark gene	PTPRB
ENSG00000180035	0.0	non-hallmark gene	ZNF48
ENSG00000153165	0.0	non-hallmark gene	RGPD3
ENSG00000011566	0.0	non-hallmark gene	MAP4K3
ENSG00000176438	0.0	non-hallmark gene	SYNE3
ENSG00000142408	0.0	non-hallmark gene	CACNG8
ENSG00000111237	0.0	non-hallmark gene	VPS29
ENSG00000196337	0.0	non-hallmark gene	CGB7
ENSG00000110104	0.0	non-hallmark gene	CCDC86
ENSG00000186832	0.0	non-hallmark gene	KRT16
ENSG00000054965	0.0	non-hallmark gene	FAM168A
ENSG00000167107	0.0	non-hallmark gene	ACSF2
ENSG00000131732	0.0	non-hallmark gene	ZCCHC9
ENSG00000095787	0.0	non-hallmark gene	WAC
ENSG00000119636	0.0	non-hallmark gene	BBOF1
ENSG00000162129	0.0	non-hallmark gene	CLPB
ENSG00000134917	0.0	non-hallmark gene	ADAMTS8
ENSG00000156345	0.0	non-hallmark gene	CDK20
ENSG00000184571	0.0	non-hallmark gene	PIWIL3
ENSG00000173482	0.0	non-hallmark gene	PTPRM
ENSG00000100528	1.0	non-hallmark gene	CNIH1
ENSG00000131876	325.0	non-hallmark gene	SNRPA1
ENSG00000179636	0.0	non-hallmark gene	TPPP2
ENSG00000163239	0.0	non-hallmark gene	TDRD10
ENSG00000162711	0.0	non-hallmark gene	NLRP3
ENSG00000143001	0.0	non-hallmark gene	TMEM61
ENSG00000102445	0.0	non-hallmark gene	RUBCNL
ENSG00000140350	4.0	non-hallmark gene	ANP32A
ENSG00000274102	0.0	non-hallmark gene	OR4M2
ENSG00000184613	0.0	non-hallmark gene	NELL2
ENSG00000183831	0.0	non-hallmark gene	ANKRD45
ENSG00000189127	0.0	non-hallmark gene	ANKRD34B
ENSG00000152672	0.0	non-hallmark gene	CLEC4F
ENSG00000172007	0.0	non-hallmark gene	RAB33B
ENSG00000147421	0.0	non-hallmark gene	HMBOX1
ENSG00000108039	0.0	non-hallmark gene	XPNPEP1
ENSG00000157800	0.0	non-hallmark gene	SLC37A3
ENSG00000131469	0.0	non-hallmark gene	RPL27
ENSG00000101977	0.0	non-hallmark gene	MCF2
ENSG00000187980	0.0	non-hallmark gene	PLA2G2C
ENSG00000159403	12.0	non-hallmark gene	C1R
ENSG00000161681	0.0	non-hallmark gene	SHANK1
ENSG00000198836	0.0	non-hallmark gene	OPA1
ENSG00000273734	0.0	non-hallmark gene	
ENSG00000198633	0.0	non-hallmark gene	ZNF534
ENSG00000176978	54.0	non-hallmark gene	DPP7
ENSG00000213088	0.0	non-hallmark gene	ACKR1
ENSG00000007306	0.0	non-hallmark gene	CEACAM7
ENSG00000171587	0.0	non-hallmark gene	DSCAM
ENSG00000123130	0.0	non-hallmark gene	ACOT9
ENSG00000185236	0.0	non-hallmark gene	RAB11B
ENSG00000164093	0.0	non-hallmark gene	PITX2
ENSG00000169519	0.0	non-hallmark gene	METTL15
ENSG00000167105	0.0	non-hallmark gene	TMEM92
ENSG00000149634	0.0	non-hallmark gene	SPATA25
ENSG00000130193	0.0	non-hallmark gene	THEM6
ENSG00000075234	0.0	non-hallmark gene	TTC38
ENSG00000197712	0.0	non-hallmark gene	FAM114A1
ENSG00000166793	0.0	non-hallmark gene	YPEL4
ENSG00000139990	0.0	non-hallmark gene	DCAF5
ENSG00000140937	0.0	non-hallmark gene	CDH11
ENSG00000183186	0.0	non-hallmark gene	C2CD4C
ENSG00000235699	0.0	non-hallmark gene	CXorf51B
ENSG00000178718	24.0	non-hallmark gene	RPP25
ENSG00000171940	0.0	non-hallmark gene	ZNF217
ENSG00000205531	0.0	non-hallmark gene	NAP1L4
ENSG00000243749	0.0	non-hallmark gene	TMEM35B
ENSG00000105829	0.0	non-hallmark gene	BET1
ENSG00000233822	0.0	non-hallmark gene	H2BC15
ENSG00000164061	0.0	non-hallmark gene	BSN
ENSG00000135472	0.0	non-hallmark gene	FAIM2
ENSG00000232423	0.0	non-hallmark gene	PRAMEF6
ENSG00000124198	0.0	non-hallmark gene	ARFGEF2
ENSG00000171551	0.0	non-hallmark gene	ECEL1
ENSG00000004478	0.0	non-hallmark gene	FKBP4
ENSG00000175768	0.0	non-hallmark gene	TOMM5
ENSG00000189180	0.0	non-hallmark gene	ZNF33A
ENSG00000197591	0.0	non-hallmark gene	OR11L1
ENSG00000163705	0.0	non-hallmark gene	FANCD2OS
ENSG00000164023	0.0	non-hallmark gene	SGMS2
ENSG00000152910	0.0	non-hallmark gene	CNTNAP4
ENSG00000198680	0.0	non-hallmark gene	TUSC1
ENSG00000114503	0.0	non-hallmark gene	NCBP2
ENSG00000080224	0.0	non-hallmark gene	EPHA6
ENSG00000111077	0.0	non-hallmark gene	TNS2
ENSG00000112706	0.0	non-hallmark gene	IMPG1
ENSG00000124374	0.0	non-hallmark gene	PAIP2B
ENSG00000204071	0.0	non-hallmark gene	TCEAL6
ENSG00000166261	0.0	non-hallmark gene	ZNF202
ENSG00000090487	1.0	non-hallmark gene	SPG21
ENSG00000176261	0.0	non-hallmark gene	ZBTB8OS
ENSG00000235780	0.0	non-hallmark gene	USP17L27
ENSG00000101445	0.0	non-hallmark gene	PPP1R16B
ENSG00000110328	0.0	non-hallmark gene	GALNT18
ENSG00000130957	0.0	non-hallmark gene	FBP2
ENSG00000142949	0.0	non-hallmark gene	PTPRF
ENSG00000173614	0.0	non-hallmark gene	NMNAT1
ENSG00000163041	0.0	non-hallmark gene	H3-3A
ENSG00000204316	0.0	non-hallmark gene	MRPL38
ENSG00000214558	0.0	non-hallmark gene	
ENSG00000136099	0.0	non-hallmark gene	PCDH8
ENSG00000178772	0.0	non-hallmark gene	CPN2
ENSG00000168952	0.0	non-hallmark gene	STXBP6
ENSG00000264006	0.0	non-hallmark gene	AKR1C8
ENSG00000104825	0.0	non-hallmark gene	NFKBIB
ENSG00000204305	0.0	non-hallmark gene	AGER
ENSG00000168411	0.0	non-hallmark gene	RFWD3
ENSG00000270099	0.0	non-hallmark gene	
ENSG00000047662	0.0	non-hallmark gene	FAM184B
ENSG00000020922	0.0	non-hallmark gene	MRE11
ENSG00000146453	0.0	non-hallmark gene	PNLDC1
ENSG00000102890	0.0	non-hallmark gene	ELMO3
ENSG00000188800	0.0	non-hallmark gene	TMCO2
ENSG00000179044	0.0	non-hallmark gene	EXOC3L1
ENSG00000158710	0.0	non-hallmark gene	TAGLN2
ENSG00000186474	0.0	non-hallmark gene	KLK12
ENSG00000159189	42.0	non-hallmark gene	C1QC
ENSG00000134851	1.0	non-hallmark gene	TMEM165
ENSG00000104946	0.0	non-hallmark gene	TBC1D17
ENSG00000112852	0.0	non-hallmark gene	PCDHB2
ENSG00000184207	0.0	non-hallmark gene	PGP
ENSG00000144749	6.0	non-hallmark gene	LRIG1
ENSG00000105677	0.0	non-hallmark gene	TMEM147
ENSG00000182557	0.0	non-hallmark gene	SPNS3
ENSG00000103024	0.0	non-hallmark gene	NME3
ENSG00000134028	2.0	non-hallmark gene	ADAMDEC1
ENSG00000110619	0.0	non-hallmark gene	CARS1
ENSG00000008735	0.0	non-hallmark gene	MAPK8IP2
ENSG00000125388	0.0	non-hallmark gene	GRK4
ENSG00000111885	0.0	non-hallmark gene	MAN1A1
ENSG00000234284	0.0	non-hallmark gene	ZNF879
ENSG00000214029	0.0	non-hallmark gene	ZNF891
ENSG00000185129	0.0	non-hallmark gene	PURA
ENSG00000116761	0.0	non-hallmark gene	CTH
ENSG00000178381	0.0	non-hallmark gene	ZFAND2A
ENSG00000213231	0.0	non-hallmark gene	TCL1B
ENSG00000099290	0.0	non-hallmark gene	WASHC2A
ENSG00000109063	0.0	non-hallmark gene	MYH3
ENSG00000165972	0.0	non-hallmark gene	CCDC38
ENSG00000163291	0.0	non-hallmark gene	PAQR3
ENSG00000189001	0.0	non-hallmark gene	SBSN
ENSG00000170430	0.0	non-hallmark gene	MGMT
ENSG00000156234	16.0	non-hallmark gene	CXCL13
ENSG00000269791	0.0	non-hallmark gene	SSX4B
ENSG00000172379	0.0	non-hallmark gene	ARNT2
ENSG00000039123	0.0	non-hallmark gene	MTREX
ENSG00000131233	0.0	non-hallmark gene	GJA9
ENSG00000253485	0.0	non-hallmark gene	PCDHGA5
ENSG00000146731	0.0	non-hallmark gene	CCT6A
ENSG00000197892	0.0	non-hallmark gene	KIF13B
ENSG00000083454	0.0	non-hallmark gene	P2RX5
ENSG00000137642	0.0	non-hallmark gene	SORL1
ENSG00000204175	0.0	non-hallmark gene	GPRIN2
ENSG00000102221	0.0	non-hallmark gene	JADE3
ENSG00000275004	0.0	non-hallmark gene	ZNF280B
ENSG00000108582	0.0	non-hallmark gene	CPD
ENSG00000125652	1.0	non-hallmark gene	ALKBH7
ENSG00000087460	4.0	non-hallmark gene	GNAS
ENSG00000140009	0.0	non-hallmark gene	ESR2
ENSG00000184185	0.0	non-hallmark gene	KCNJ12
ENSG00000101639	0.0	non-hallmark gene	CEP192
ENSG00000166797	1.0	non-hallmark gene	CIAO2A
ENSG00000131018	0.0	non-hallmark gene	SYNE1
ENSG00000150995	0.0	non-hallmark gene	ITPR1
ENSG00000156650	0.0	non-hallmark gene	KAT6B
ENSG00000204909	0.0	non-hallmark gene	SPINK9
ENSG00000112486	0.0	non-hallmark gene	CCR6
ENSG00000198728	0.0	non-hallmark gene	LDB1
ENSG00000103978	0.0	non-hallmark gene	TMEM87A
ENSG00000083814	0.0	non-hallmark gene	ZNF671
ENSG00000236424	0.0	non-hallmark gene	TSPY10
ENSG00000100156	0.0	non-hallmark gene	SLC16A8
ENSG00000135205	0.0	non-hallmark gene	CCDC146
ENSG00000142549	0.0	non-hallmark gene	IGLON5
ENSG00000232040	0.0	non-hallmark gene	ZBED9
ENSG00000167460	0.0	non-hallmark gene	TPM4
ENSG00000173237	0.0	non-hallmark gene	C11orf86
ENSG00000133124	0.0	non-hallmark gene	IRS4
ENSG00000168288	0.0	non-hallmark gene	MMADHC
ENSG00000278889	0.0	non-hallmark gene	OR2S2
ENSG00000165606	0.0	non-hallmark gene	DRGX
ENSG00000176171	0.0	non-hallmark gene	BNIP3
ENSG00000147432	0.0	non-hallmark gene	CHRNB3
ENSG00000025039	13.0	non-hallmark gene	RRAGD
ENSG00000166902	0.0	non-hallmark gene	MRPL16
ENSG00000163818	0.0	non-hallmark gene	LZTFL1
ENSG00000042286	0.0	non-hallmark gene	AIFM2
ENSG00000157869	0.0	non-hallmark gene	RAB28
ENSG00000109686	0.0	non-hallmark gene	SH3D19
ENSG00000116406	0.0	non-hallmark gene	EDEM3
ENSG00000124406	0.0	non-hallmark gene	ATP8A1
ENSG00000115295	0.0	non-hallmark gene	CLIP4
ENSG00000125898	1.0	non-hallmark gene	FAM110A
ENSG00000151348	0.0	non-hallmark gene	EXT2
ENSG00000130244	0.0	non-hallmark gene	FAM98C
ENSG00000197279	0.0	non-hallmark gene	ZNF165
ENSG00000273756	0.0	non-hallmark gene	
ENSG00000060558	0.0	non-hallmark gene	GNA15
ENSG00000003400	0.0	non-hallmark gene	CASP10
ENSG00000105854	0.0	non-hallmark gene	PON2
ENSG00000204963	0.0	non-hallmark gene	PCDHA7
ENSG00000011590	0.0	non-hallmark gene	ZBTB32
ENSG00000255398	0.0	non-hallmark gene	HCAR3
ENSG00000120254	0.0	non-hallmark gene	MTHFD1L
ENSG00000152822	0.0	non-hallmark gene	GRM1
ENSG00000108528	1.0	non-hallmark gene	SLC25A11
ENSG00000198673	0.0	non-hallmark gene	TAFA2
ENSG00000135298	0.0	non-hallmark gene	ADGRB3
ENSG00000065675	0.0	non-hallmark gene	PRKCQ
ENSG00000214940	0.0	non-hallmark gene	NPIPA8
ENSG00000105492	0.0	non-hallmark gene	SIGLEC6
ENSG00000084444	0.0	non-hallmark gene	FAM234B
ENSG00000181785	0.0	non-hallmark gene	OR5AS1
ENSG00000168333	0.0	non-hallmark gene	PPDPFL
ENSG00000138279	0.0	non-hallmark gene	ANXA7
ENSG00000089737	0.0	non-hallmark gene	DDX24
ENSG00000154165	0.0	non-hallmark gene	GPR15
ENSG00000166439	0.0	non-hallmark gene	RNF169
ENSG00000058085	0.0	non-hallmark gene	LAMC2
ENSG00000274252	0.0	non-hallmark gene	GGTLC3
ENSG00000196715	0.0	non-hallmark gene	VKORC1L1
ENSG00000142675	0.0	non-hallmark gene	CNKSR1
ENSG00000158805	0.0	non-hallmark gene	ZNF276
ENSG00000185155	0.0	non-hallmark gene	MIXL1
ENSG00000115919	0.0	non-hallmark gene	KYNU
ENSG00000176787	0.0	non-hallmark gene	OR52E2
ENSG00000067842	0.0	non-hallmark gene	ATP2B3
ENSG00000225614	0.0	non-hallmark gene	ZNF469
ENSG00000137288	0.0	non-hallmark gene	UQCC2
ENSG00000130962	0.0	non-hallmark gene	PRRG1
ENSG00000214102	0.0	non-hallmark gene	WEE2
ENSG00000184014	0.0	non-hallmark gene	DENND5A
ENSG00000072657	0.0	non-hallmark gene	TRHDE
ENSG00000169896	0.0	non-hallmark gene	ITGAM
ENSG00000133398	0.0	non-hallmark gene	MED10
ENSG00000163344	0.0	non-hallmark gene	PMVK
ENSG00000132535	0.0	non-hallmark gene	DLG4
ENSG00000186648	0.0	non-hallmark gene	CARMIL3
ENSG00000214891	0.0	non-hallmark gene	TRIM64C
ENSG00000167414	0.0	non-hallmark gene	GNG8
ENSG00000115234	0.0	non-hallmark gene	SNX17
ENSG00000103429	0.0	non-hallmark gene	BFAR
ENSG00000241690	0.0	non-hallmark gene	
ENSG00000154258	0.0	non-hallmark gene	ABCA9
ENSG00000139211	0.0	non-hallmark gene	AMIGO2
ENSG00000196418	0.0	non-hallmark gene	ZNF124
ENSG00000116690	10.0	non-hallmark gene	PRG4
ENSG00000030419	0.0	non-hallmark gene	IKZF2
ENSG00000158195	0.0	non-hallmark gene	WASF2
ENSG00000132842	0.0	non-hallmark gene	AP3B1
ENSG00000165832	0.0	non-hallmark gene	TRUB1
ENSG00000163874	3.0	non-hallmark gene	ZC3H12A
ENSG00000169084	1.0	non-hallmark gene	DHRSX
ENSG00000178605	0.0	non-hallmark gene	GTPBP6
ENSG00000162227	0.0	non-hallmark gene	TAF6L
ENSG00000099250	0.0	non-hallmark gene	NRP1
ENSG00000121005	0.0	non-hallmark gene	CRISPLD1
ENSG00000164683	0.0	non-hallmark gene	HEY1
ENSG00000275379	0.0	non-hallmark gene	H3C11
ENSG00000157600	0.0	non-hallmark gene	TMEM164
ENSG00000022976	0.0	non-hallmark gene	ZNF839
ENSG00000155714	0.0	non-hallmark gene	PDZD9
ENSG00000137992	0.0	non-hallmark gene	DBT
ENSG00000101251	0.0	non-hallmark gene	SEL1L2
ENSG00000184022	0.0	non-hallmark gene	OR2T10
ENSG00000243279	0.0	non-hallmark gene	PRAF2
ENSG00000158816	0.0	non-hallmark gene	VWA5B1
ENSG00000143006	0.0	non-hallmark gene	DMRTB1
ENSG00000269713	0.0	non-hallmark gene	NBPF9
ENSG00000100312	0.0	non-hallmark gene	ACR
ENSG00000114107	0.0	non-hallmark gene	CEP70
ENSG00000100353	0.0	non-hallmark gene	EIF3D
ENSG00000156795	0.0	non-hallmark gene	NTAQ1
ENSG00000137285	0.0	non-hallmark gene	TUBB2B
ENSG00000170558	0.0	non-hallmark gene	CDH2
ENSG00000113231	0.0	non-hallmark gene	PDE8B
